Date	Hour		MMSI		Navigation Status
2017-04-01	00:00:00	6569408		0	64	89.599998	True		0.828485	11.248723	1746	442	44	1	1	0	98320
2017-04-01	00:00:00	118712208		0	0	0.000000	True		22.038391	11.818694	352	2	60	0	0	0	8
2017-04-01	00:00:01	68753296		8	0	0.000000	True		14.096453	1.287059	2976	308	12	1	0	0	438593
2017-04-01	00:00:01	223963792		8	0	89.599998	True		20.133345	4.962003	4022	497	45	1	0	0	8
2017-04-01	00:00:01	7616000		0	32	3.200000	True		15.426216	9.627398	3240	483	5	0	0	0	41128
2017-04-01	00:00:01																
2017-04-01	00:00:01																
2017-04-01	00:00:01																
2017-04-01	00:00:01																
2017-04-01	00:00:01																
2017-04-01	00:00:02																
2017-04-01	00:00:02	113141648		0	6	16.000000	True		17.257746	1.455814	3726	325	4	0	1	0	131074
2017-04-01	00:00:02																
2017-04-01	00:00:02	472888961		1	0	0.000000	True		0.811688	11.221575	893	282	48	1	0	0	0
2017-04-01	00:00:02																
2017-04-01	00:00:03																
2017-04-01	00:00:03																
2017-04-01	00:00:03																
2017-04-01	00:00:03	19292048		0	0	6.400000	True		25.384003	6.857619	3794	193	13	0	0	0	319640
2017-04-01	00:00:04																
2017-04-01	00:00:04	213835008		0	0	12.800000	True		10.284716	3.343251	2930	130	4	0	0	0	8
2017-04-01	00:00:05	114766336		4	0	0.400000	True		10.819038	10.742252	34	260	20	0	1	0	475408
2017-04-01	00:00:05																
2017-04-01	00:00:05																
2017-04-01	00:00:05	113141648		0	3	14.800000	True		3.849080	1.455814	3650	329	16	0	1	0	8706
2017-04-01	00:00:05	992340864		9	0	0.000000	True		20.356371	0.608045	2862	136	12	0	0	0	496000
2017-04-01	00:00:05	17623936		8	32	0.000000	True		20.518774	3.189242	3084	487	17	0	0	0	65936
2017-04-01	00:00:05	68742016		8	0	0.000000	True		20.138666	0.177875	0	418	17	0	0	0	188584
2017-04-01	00:00:06	1028516736		1	0	0.000000	True		19.163616	0.236947	267	34	24	0	0	0	401926
2017-04-01	00:00:06																
2017-04-01	00:00:06	191145025		0	96	20.799999	True		16.869251	1.375699	3217	288	12	0	0	0	401688
2017-04-01	00:00:07	41283456		8	0	0.000000	True		5.799389	7.177107	2642	73	29	0	0	0	430336
2017-04-01	00:00:07	909176704		9	224	101.099998	False		0.295719	7.576842	3139	499	61	1	0	0	72
2017-04-01	00:00:08	208333696		8	0	0.000000	True		5.503453	0.180307	3839	161	28	0	0	0	393744
2017-04-01	00:00:08	160701328		0	32	0.000000	True		1.800670	8.362490	3139	483	33	0	1	0	401952
2017-04-01	00:00:08	214690688		0	0	0.000000	True		12.130168	5.262650	3470	196	28	0	0	0	410128
2017-04-01	00:00:08																
2017-04-01	00:00:08	226226048		2	0	0.000000	True		3.925059	4.921031	1954	104	28	0	0	0	107184
2017-04-01	00:00:09	113141648		0	61	14.800000	True		7.204523	1.508243	3746	321	32	0	1	0	0
2017-04-01	00:00:09	223963792		8	0	89.599998	True		22.557972	4.542573	4050	489	33	0	0	0	140824
2017-04-01	00:00:09																
2017-04-01	00:00:09																
2017-04-01	00:00:09	6569408		0	64	89.599998	True		19.073708	13.398304	1750	422	36	0	1	0	402064
2017-04-01	00:00:10	108850048		0	0	0.000000	True		13.681523	9.015456	3139	417	40	0	0	0	221352
2017-04-01	00:00:10	127176162		4	128	59.200001	True		22.074444	6.600570	2467	270	41	0	1	0	516752
2017-04-01	00:00:10	68753296		8	0	0.000000	True		14.096453	2.597779	2976	292	4	0	0	0	344929
2017-04-01	00:00:10	118712208		0	0	0.000000	True		0.228011	11.766266	280	10	40	1	0	0	8
2017-04-01	00:00:11	496566544		1	0	0.000000	True		12.115627	12.383943	396	142	41	0	0	0	481704
2017-04-01	00:00:11																
2017-04-01	00:00:11	115994496		8	0	0.000000	True		4.047528	10.168071	3492	1	45	0	0	0	336656
2017-04-01	00:00:12	7616000		0	32	3.200000	True		5.359886	9.627398	3884	487	49	0	0	0	242048
2017-04-01	00:00:12	113141648		0	61	14.800000	True		25.646353	1.455814	3838	321	48	0	1	0	130
2017-04-01	00:00:12																
2017-04-01	00:00:12	887810944		9	32	0.000000	True		2.404830	11.061894	3610	483	45	0	1	0	8472
2017-04-01	00:00:13																
2017-04-01	00:00:13	19292048		0	31	10.800000	True		1.895901	10.317920	3542	429	49	0	0	0	139906
2017-04-01	00:00:13																
2017-04-01	00:00:14																
2017-04-01	00:00:14	114766336		4	0	0.400000	True		12.496760	10.689824	26	264	60	0	1	0	311464
2017-04-01	00:00:14																
2017-04-01	00:00:14	930670256		0	62	1.200000	True		20.575102	5.787117	1915	134	52	0	0	0	176512
2017-04-01	00:00:14																
2017-04-01	00:00:14	213835008		0	0	14.400000	True		13.627051	3.185965	3002	170	44	0	0	0	287776
2017-04-01	00:00:14																
2017-04-01	00:00:14	68742016		8	0	0.000000	True		10.085443	0.177875	0	386	53	0	0	0	204952
2017-04-01	00:00:14																
2017-04-01	00:00:15																
2017-04-01	00:00:15	234220416		8	32	0.000000	True		5.661146	1.499296	3072	483	57	0	0	0	435216
2017-04-01	00:00:15	916974464		9	32	0.000000	True		20.421909	11.672979	3082	491	1	1	1	0	517152
2017-04-01	00:00:15																
2017-04-01	00:00:15																
2017-04-01	00:00:15	992340864		9	0	0.000000	True		11.980870	7.581075	2554	128	52	0	0	0	491688
2017-04-01	00:00:15																
2017-04-01	00:00:16	17623936		8	32	0.000000	True		13.807888	3.189242	3084	487	57	0	0	0	8
2017-04-01	00:00:16	127176162		4	191	60.000000	True		10.277964	6.706246	2483	258	5	1	1	0	287888
2017-04-01	00:00:16	1028516736		1	0	0.000000	True		17.485895	0.289376	707	46	4	1	0	0	376984
2017-04-01	00:00:16	113141648		0	2	14.400000	True		2.158251	1.403386	3850	321	0	1	1	0	277376
2017-04-01	00:00:16	155052928		0	32	0.000000	True		17.105787	4.382918	3438	495	1	1	1	0	476320
2017-04-01	00:00:17	41283456		8	0	0.000000	True		24.254326	7.124679	2642	73	5	1	0	0	65688
2017-04-01	00:00:17	532017584		1	0	0.000000	True		20.334661	6.309575	1872	169	36	1	0	0	0
2017-04-01	00:00:17	19292048		0	31	15.600000	True		6.915958	0.356448	427	170	0	1	0	0	0
2017-04-01	00:00:17	208333696		8	0	0.000000	True		2.148010	10.246636	3274	165	0	1	0	0	156976
2017-04-01	00:00:17	214690688		0	0	0.000000	True		15.485611	8.670522	4016	196	4	1	0	0	254120
2017-04-01	00:00:17	909176704		9	224	101.099998	False		0.295719	7.576842	3139	499	61	1	0	0	262360
2017-04-01	00:00:18	160623488		0	32	0.000000	True		23.803566	9.837152	3210	487	9	1	1	0	296240
2017-04-01	00:00:18	226226048		2	0	0.000000	True		3.925059	11.631917	1505	96	4	1	0	0	8360
2017-04-01	00:00:18																
2017-04-01	00:00:18																
2017-04-01	00:00:18	160701328		0	32	0.000000	True		3.478392	8.414918	3143	483	9	1	1	0	336024
2017-04-01	00:00:19	118712208		0	0	0.000000	True		8.616619	11.766266	244	30	8	0	0	0	8
2017-04-01	00:00:20	355811937		1	0	0.000000	True		15.145233	7.265568	566	161	20	1	1	0	481704
2017-04-01	00:00:20																
2017-04-01	00:00:20																
2017-04-01	00:00:20																
2017-04-01	00:00:20	19292048		0	31	22.000000	True		15.304566	0.566163	967	422	16	1	0	0	138752
2017-04-01	00:00:20	68753296		8	0	0.000000	True		14.096453	2.597779	2976	292	44	2	0	0	254169
2017-04-01	00:00:20	414840704		1	0	0.000000	True		3.813235	1.133113	1438	449	12	1	0	0	0
2017-04-01	00:00:21																
2017-04-01	00:00:21	115994496		8	0	1.600000	True		7.402971	10.115642	3432	9	25	1	0	0	8
2017-04-01	00:00:21																
2017-04-01	00:00:22																
2017-04-01	00:00:22	127176162		4	191	60.000000	True		25.311922	3.457299	2467	266	29	1	1	0	159628
2017-04-01	00:00:22																
2017-04-01	00:00:22	113141648		0	3	14.800000	True		10.533752	1.246099	3810	329	24	1	1	0	139008
2017-04-01	00:00:23																
2017-04-01	00:00:23	19292048		0	31	26.799999	True		5.238237	4.026464	299	174	25	1	0	0	8578
2017-04-01	00:00:23																
