Date			Hour		 Msg Type 		MMSI		Nav Status	Rate of Turn	 Speed 		 Pos Accuracy 	 Longtitude  		Latitude 		 CoG  		Heading  Time stamp 	 Maneuver  	Spare 	 RAIM  RADIO STATUS
2017-04-01		00:00:00		1			230941700	0				0			12.000000		True			11.169760		32.875351		2998		301			59			0			0			1			32780
2017-04-01		00:00:00		1			261510000	0				0			0.000000		True			11.192877		32.627586		856		256			15			0			0			0			16384
2017-04-01		00:00:01		1			261183810	0				0			0.000000		True			11.204200		32.629601		233		73			51			1			0			0			133301
2017-04-01		00:00:01		1			244750806	0				0			5.600000		True			11.278348		32.647545		2540		255			59			0			0			0			16384
2017-04-01		00:00:01		1			235107332	0				128			0.200000		True			11.131657		32.712925		552		511			1			0			0			0			81989
2017-04-01		00:00:02		3			261521000	0				24			1.000000		True			11.228314		32.633202		2209		234			1			0			0			1			4112
2017-04-01		00:00:02		3			311128000	5				0			0.000000		True			11.132848		32.719452		2014		264			60			0			0			0			0
2017-04-01		00:00:03		1			261482000	0				0			0.400000		False			11.225631		32.633610		2740		246			3			0			0			0			49255
2017-04-01		00:00:04		1			219021000	0				0			0.800000		True			11.227670		32.633339		2268		324			1			0			0			0			16384
2017-04-01		00:00:05		1			235083629	0				1			0.000000		True			11.198246		32.618801		2825		8			5			0			0			1			32954
2017-04-01		00:00:05		3			261521000	0				13			0.900000		True			11.228322		32.633198		2194		234			4			0			0			1			4353
2017-04-01		00:00:05		1			261006770	7				0			0.000000		False			11.280956		32.761391		2250		68			3			0			0			0			2300
2017-04-01		00:00:05		1			261000210	0				128			0.000000		False			11.201468		32.634357		1		511			4			0			0			0			32968
2017-04-01		00:00:05		1			261003330	0				0			0.000000		False			11.200540		32.643341		0		285			4			0			0			0			82007
2017-04-01		00:00:06		3			261000660	7				0			0.000000		False			11.282139		32.760082		3136		257			6			0			0			0			12593
2017-04-01		00:00:06		1			273310900	0				128			7.700000		False			11.667690		32.837479		1060		105			3			0			0			0			49329
2017-04-01		00:00:07		1			261027110	0				0			0.000000		False			11.202387		32.635166		2710		210			7			0			0			0			2228
2017-04-01		00:00:07		1			261025890	7				128			102.300003		False			108.599998		54.599998		3600		511			63			0			0			0			147456
2017-04-01		00:00:08		1			261008070	0				0			0.000000		False			11.256947		32.611343		3260		229			7			0			0			0			33072
2017-04-01		00:00:08		1			261199000	0				128			0.000000		True			11.190577		32.628860		3600		511			8			0			0			1			65841
2017-04-01		00:00:08		1			261000140	0				0			0.000000		True			11.201463		32.643219		2401		102			7			0			0			0			33074
2017-04-01		00:00:08		1			261028820	8				0			0.000000		False			11.201890		32.634739		2538		35			7			0			0			0			98637
2017-04-01		00:00:09		3			261521000	0				245			0.900000		True			11.228324		32.633202		2216		234			8			0			0			1			0
2017-04-01		00:00:09		1			244750806	0				0			5.600000		True			11.278141		32.647511		2550		255			8			0			0			0			49937
2017-04-01		00:00:09		1			230941700	0				0			12.000000		True			11.169259		32.875515		2997		301			9			0			0			1			33137
2017-04-01		00:00:10		1			261012580	0				0			0.000000		False			11.117160		32.718250		3600		237			10			0			0			0			82011
2017-04-01		00:00:10		1			636015737	0				0			16.500000		True			11.422349		32.864758		3435		344			10			0			0			1			33151
2017-04-01		00:00:10		1			261183810	0				0			0.000000		True			11.204200		32.629700		233		73			1			1			0			0			197034
2017-04-01		00:00:10		1			261510000	0				0			0.000000		True			11.192880		32.627586		838		256			26			0			0			0			16384
2017-04-01		00:00:11		3			219159000	5				0			0.000000		True			11.187079		32.624050		867		276			10			0			0			0			85242
2017-04-01		00:00:11		1			261024110	0				0			0.000000		True			11.116162		32.717827		872		240			11			0			0			0			33193
